holiday,temp_F,rain_mm,snow_mm,cloud_cover_%,weather_type,date_time,traffic_volume
None,-13.95,0.0,0.0,20,Clouds,2014-01-05 18:00:00,2233
None,-12.78,0.0,0.0,40,Clouds,2014-01-05 19:00:00,2022
None,38.56,0.0,0.0,64,Clouds,2014-01-05 21:00:00,1300
None,38.56,0.0,0.0,64,Clouds,2014-01-05 22:00:00,1106
None,38.56,0.0,0.0,64,Clouds,2014-01-05 23:00:00,731
None,38.56,0.0,0.0,64,Clouds,2014-01-06 00:00:00,477
None,38.56,0.0,0.0,64,Clouds,2014-01-06 01:00:00,277
None,38.56,0.0,0.0,64,Clouds,2014-01-06 02:00:00,193
None,38.56,0.0,0.0,64,Clouds,2014-01-06 03:00:00,242
None,38.56,0.0,0.0,64,Clouds,2014-01-06 04:00:00,606
None,38.56,0.0,0.0,64,Clouds,2014-01-06 05:00:00,1930
None,38.56,0.0,0.0,64,Clouds,2014-01-06 06:00:00,3959
None,38.56,0.0,0.0,64,Clouds,2014-01-06 07:00:00,4471
None,38.56,0.0,0.0,64,Clouds,2014-01-06 08:00:00,3520
None,38.56,0.0,0.0,64,Clouds,2014-01-06 09:00:00,2844
None,38.56,0.0,0.0,64,Clouds,2014-01-06 10:00:00,2656
None,-14.8,0.0,0.0,20,Clouds,2014-01-06 11:00:00,2641
None,-14.8,0.0,0.0,75,Clouds,2014-01-06 12:00:00,2885
None,-14.22,0.0,0.0,40,Clouds,2014-01-06 13:00:00,3073
None,-13.63,0.0,0.0,40,Clouds,2014-01-06 14:00:00,3433
None,-12.96,0.0,0.0,1,Clear,2014-01-06 15:00:00,3708
None,-14.8,0.0,0.0,40,Clouds,2014-01-06 16:00:00,4228
None,-14.8,0.0,0.0,75,Clouds,2014-01-06 17:00:00,3735
None,-14.8,0.0,0.0,40,Clouds,2014-01-06 18:00:00,2526
None,-14.8,0.0,0.0,1,Clear,2014-01-06 19:00:00,1736
None,38.56,0.0,0.0,64,Clouds,2014-01-06 21:00:00,1200
None,38.56,0.0,0.0,64,Clouds,2014-01-06 22:00:00,1065
None,-14.8,0.0,0.0,75,Clouds,2014-01-06 23:00:00,772
None,-14.19,0.0,0.0,75,Clouds,2014-01-07 00:00:00,396
None,-13.56,0.0,0.0,1,Clear,2014-01-07 01:00:00,272
None,-14.8,0.0,0.0,1,Clear,2014-01-07 02:00:00,209
None,-14.35,0.0,0.0,1,Clear,2014-01-07 03:00:00,289
None,-13.59,0.0,0.0,40,Clouds,2014-01-07 04:00:00,683
None,-12.57,0.0,0.0,1,Clear,2014-01-07 05:00:00,2172
None,-12.14,0.0,0.0,1,Clear,2014-01-07 06:00:00,4114
None,-11.85,0.0,0.0,40,Clouds,2014-01-07 07:00:00,5761
None,-10.28,0.0,0.0,1,Clear,2014-01-07 08:00:00,4615
None,-8.23,0.0,0.0,1,Clear,2014-01-07 09:00:00,3902
None,-3.41,0.0,0.0,1,Clear,2014-01-07 10:00:00,3500
None,0.19,0.0,0.0,64,Clouds,2014-01-07 12:00:00,4023
None,1.47,0.0,0.0,64,Clouds,2014-01-07 13:00:00,4178
None,3.02,0.0,0.0,64,Clouds,2014-01-07 14:00:00,4431
None,3.22,0.0,0.0,64,Clouds,2014-01-07 15:00:00,5013
None,3.24,0.0,0.0,64,Clouds,2014-01-07 16:00:00,5721
None,1.49,0.0,0.0,1,Clear,2014-01-07 17:00:00,5550
None,0.81,0.0,0.0,64,Clouds,2014-01-07 18:00:00,4072
None,-0.76,0.0,0.0,1,Clear,2014-01-07 19:00:00,2793
None,-3.78,0.0,0.0,1,Clear,2014-01-07 20:00:00,2147
None,-5.42,0.0,0.0,1,Clear,2014-01-07 21:00:00,1903
None,-2.79,0.0,0.0,75,Clouds,2014-01-07 23:00:00,899
None,-5.8,0.0,0.0,1,Clear,2014-01-08 00:00:00,483
None,-7.19,0.0,0.0,1,Clear,2014-01-08 01:00:00,316
None,-10.35,0.0,0.0,1,Clear,2014-01-08 02:00:00,236
None,-10.32,0.0,0.0,1,Clear,2014-01-08 03:00:00,304
None,-10.61,0.0,0.0,1,Clear,2014-01-08 04:00:00,734
None,-11.69,0.0,0.0,1,Clear,2014-01-08 05:00:00,2507
None,-12.41,0.0,0.0,1,Clear,2014-01-08 06:00:00,5475
None,-13.0,0.0,0.0,1,Clear,2014-01-08 07:00:00,6280
None,-13.92,0.0,0.0,1,Clear,2014-01-08 08:00:00,5332
None,-10.03,0.0,0.0,75,Clouds,2014-01-08 09:00:00,4669
None,-8.23,0.0,0.0,1,Clear,2014-01-08 10:00:00,4080
None,-2.49,0.0,0.0,1,Clear,2014-01-08 11:00:00,4121
None,0.36,0.0,0.0,5,Clear,2014-01-08 12:00:00,4460
None,1.31,0.0,0.0,5,Clear,2014-01-08 14:00:00,4943
None,1.71,0.0,0.0,64,Clouds,2014-01-08 15:00:00,5469
None,1.58,0.0,0.0,64,Clouds,2014-01-08 16:00:00,6273
None,-0.06,0.0,0.0,1,Clear,2014-01-08 17:00:00,5932
None,-8.27,0.0,0.0,1,Clear,2014-01-08 18:00:00,4305
None,-12.08,0.0,0.0,1,Clear,2014-01-08 19:00:00,2922
None,-13.04,0.0,0.0,5,Clear,2014-01-08 20:00:00,2313
None,-13.02,0.0,0.0,1,Clear,2014-01-08 21:00:00,2039
None,-12.01,0.0,0.0,1,Clear,2014-01-08 22:00:00,1436
None,-13.0,0.0,0.0,1,Clear,2014-01-08 23:00:00,959
None,-11.16,0.0,0.0,1,Clear,2014-01-09 00:00:00,544
None,-6.97,0.0,0.0,1,Clear,2014-01-09 01:00:00,311
None,-3.32,0.0,0.0,64,Clouds,2014-01-09 03:00:00,336
None,-0.04,0.0,0.0,64,Clouds,2014-01-09 04:00:00,749
None,1.15,0.0,0.0,64,Clouds,2014-01-09 05:00:00,2622
None,2.61,0.0,0.0,64,Clouds,2014-01-09 06:00:00,5562
None,2.46,0.0,0.0,64,Clouds,2014-01-09 07:00:00,6190
None,3.7,0.0,0.0,64,Clouds,2014-01-09 08:00:00,5778
None,4.51,0.0,0.0,64,Clouds,2014-01-09 09:00:00,4762
None,7.07,0.0,0.0,64,Clouds,2014-01-09 10:00:00,4243
None,10.65,0.0,0.0,64,Clouds,2014-01-09 11:00:00,4596
None,13.95,0.0,0.0,64,Clouds,2014-01-09 12:00:00,4851
None,16.66,0.0,0.0,64,Clouds,2014-01-09 13:00:00,4839
None,18.03,0.0,0.0,64,Clouds,2014-01-09 14:00:00,5219
None,19.4,0.0,0.0,64,Clouds,2014-01-09 15:00:00,5702
None,18.64,0.0,0.0,40,Clouds,2014-01-09 16:00:00,6421
None,19.98,0.0,0.0,64,Clouds,2014-01-09 16:00:00,6421
None,18.09,0.0,0.0,75,Clouds,2014-01-09 17:00:00,6038
None,16.74,0.0,0.0,64,Clouds,2014-01-09 19:00:00,3287
None,16.47,0.0,0.0,64,Clouds,2014-01-09 20:00:00,2728
None,16.68,0.0,0.0,64,Clouds,2014-01-09 21:00:00,2440
None,16.52,0.0,0.0,64,Mist,2014-01-09 22:00:00,1654
None,16.32,0.0,0.0,64,Mist,2014-01-09 23:00:00,1053
None,16.75,0.0,0.0,64,Haze,2014-01-10 00:00:00,568
None,16.75,0.0,0.0,64,Mist,2014-01-10 00:00:00,568
None,16.21,0.0,0.0,64,Mist,2014-01-10 01:00:00,406
None,17.38,0.0,0.0,64,Mist,2014-01-10 02:00:00,287
None,18.37,0.0,0.0,64,Mist,2014-01-10 03:00:00,372
None,19.17,0.0,0.0,64,Mist,2014-01-10 04:00:00,699
None,19.85,0.0,0.0,64,Mist,2014-01-10 05:00:00,2488
None,19.85,0.0,0.0,64,Snow,2014-01-10 05:00:00,2488
None,20.59,0.0,0.0,64,Mist,2014-01-10 06:00:00,5266
None,21.36,0.0,0.0,64,Mist,2014-01-10 07:00:00,5361
None,21.7,0.0,0.0,64,Mist,2014-01-10 08:00:00,5265
None,22.66,0.0,0.0,64,Mist,2014-01-10 09:00:00,5052
None,23.63,0.0,0.0,64,Mist,2014-01-10 10:00:00,4211
None,25.14,0.0,0.0,64,Mist,2014-01-10 11:00:00,4705
None,26.53,0.0,0.0,64,Mist,2014-01-10 12:00:00,5073
None,27.46,0.0,0.0,64,Mist,2014-01-10 13:00:00,5078
None,28.31,0.0,0.0,64,Mist,2014-01-10 14:00:00,5318
None,29.08,0.0,0.0,64,Mist,2014-01-10 15:00:00,5741
None,29.57,0.0,0.0,90,Mist,2014-01-10 16:00:00,6235
None,30.2,0.0,0.0,90,Mist,2014-01-10 17:00:00,5706
None,29.12,0.0,0.0,64,Mist,2014-01-10 19:00:00,3355
None,29.12,0.0,0.0,64,Snow,2014-01-10 19:00:00,3355
None,29.25,0.0,0.0,90,Mist,2014-01-10 20:00:00,2706
None,29.25,0.0,0.0,90,Fog,2014-01-10 20:00:00,2706
None,29.3,0.0,0.0,90,Mist,2014-01-10 21:00:00,2712
None,29.3,0.0,0.0,90,Fog,2014-01-10 21:00:00,2712
None,29.14,0.0,0.0,64,Mist,2014-01-10 23:00:00,1536
None,29.05,0.0,0.0,64,Mist,2014-01-11 01:00:00,651
None,29.21,0.0,0.0,64,Mist,2014-01-11 02:00:00,540
None,29.21,0.0,0.0,64,Mist,2014-01-11 03:00:00,376
None,28.94,0.0,0.0,64,Mist,2014-01-11 04:00:00,365
None,28.18,0.0,0.0,64,Mist,2014-01-11 05:00:00,741
None,27.28,0.0,0.0,90,Mist,2014-01-11 06:00:00,1233
None,25.86,0.0,0.0,64,Mist,2014-01-11 07:00:00,1834
None,25.18,0.0,0.0,64,Clouds,2014-01-11 08:00:00,2584
None,25.3,0.0,0.0,64,Mist,2014-01-11 09:00:00,3147
None,26.13,0.0,0.0,64,Mist,2014-01-11 10:00:00,3332
None,27.63,0.0,0.0,64,Mist,2014-01-11 11:00:00,4027
None,28.54,0.0,0.0,64,Clouds,2014-01-11 12:00:00,4554
None,28.96,0.0,0.0,64,Clouds,2014-01-11 13:00:00,4509
None,29.86,0.0,0.0,64,Clouds,2014-01-11 14:00:00,4706
None,30.11,0.0,0.0,64,Clouds,2014-01-11 15:00:00,4628
None,28.2,0.0,0.0,20,Clouds,2014-01-11 16:00:00,4546
None,29.97,0.0,0.0,64,Clouds,2014-01-11 16:00:00,4546
None,25.68,0.0,0.0,75,Clouds,2014-01-11 17:00:00,4470
None,25.2,0.0,0.0,64,Clouds,2014-01-11 19:00:00,3107
None,24.21,0.0,0.0,64,Clouds,2014-01-11 20:00:00,2519
None,23.34,0.0,0.0,64,Mist,2014-01-11 21:00:00,3440
None,23.04,0.0,0.0,64,Mist,2014-01-11 22:00:00,3505
None,22.44,0.0,0.0,64,Mist,2014-01-11 23:00:00,1856
None,22.24,0.0,0.0,64,Clouds,2014-01-12 00:00:00,1112
None,22.55,0.0,0.0,64,Clouds,2014-01-12 01:00:00,706
None,23.31,0.0,0.0,64,Clouds,2014-01-12 02:00:00,524
None,24.53,0.0,0.0,64,Clouds,2014-01-12 03:00:00,321
None,25.14,0.0,0.0,64,Clouds,2014-01-12 04:00:00,261
None,27.07,0.0,0.0,64,Clouds,2014-01-12 05:00:00,463
None,28.51,0.0,0.0,64,Clouds,2014-01-12 06:00:00,731
None,28.92,0.0,0.0,64,Clouds,2014-01-12 07:00:00,1053
None,30.43,0.0,0.0,64,Clouds,2014-01-12 08:00:00,1643
None,31.64,0.0,0.0,64,Clouds,2014-01-12 09:00:00,2387
None,34.41,0.0,0.0,64,Clouds,2014-01-12 10:00:00,3069
None,36.82,0.25,0.0,64,Rain,2014-01-12 11:00:00,3419
None,38.41,0.37,0.0,64,Rain,2014-01-12 12:00:00,3831
None,39.25,0.83,0.0,64,Rain,2014-01-12 13:00:00,3997
None,39.67,0.72,0.0,64,Rain,2014-01-12 14:00:00,3881
None,40.06,0.67,0.0,64,Rain,2014-01-12 15:00:00,4151
None,39.45,0.51,0.0,64,Rain,2014-01-12 16:00:00,3946
None,36.48,0.25,0.0,64,Rain,2014-01-12 17:00:00,3662
None,35.35,0.25,0.0,64,Rain,2014-01-12 19:00:00,2504
None,35.29,0.25,0.0,64,Rain,2014-01-12 20:00:00,1972
None,35.44,0.25,0.0,64,Rain,2014-01-12 21:00:00,1714
None,35.53,0.0,0.0,64,Clouds,2014-01-12 22:00:00,1306
None,34.97,0.0,0.0,64,Clouds,2014-01-12 23:00:00,797
None,34.38,0.25,0.0,64,Rain,2014-01-13 00:00:00,453
None,32.74,0.0,0.0,64,Clouds,2014-01-13 01:00:00,294
None,32.38,0.0,0.0,64,Clouds,2014-01-13 02:00:00,210
None,30.9,0.0,0.0,64,Clouds,2014-01-13 03:00:00,307
None,30.87,0.0,0.0,64,Clouds,2014-01-13 04:00:00,755
None,30.43,0.0,0.0,64,Clouds,2014-01-13 05:00:00,2557
None,30.24,0.0,0.0,64,Clouds,2014-01-13 06:00:00,5700
None,29.66,0.0,0.0,64,Clouds,2014-01-13 07:00:00,6276
None,27.84,0.0,0.0,64,Clouds,2014-01-13 08:00:00,5592
None,26.58,0.0,0.0,64,Clouds,2014-01-13 09:00:00,4768
None,27.72,0.0,0.0,64,Clouds,2014-01-13 10:00:00,4045
None,27.39,0.0,0.0,64,Clouds,2014-01-13 11:00:00,4384
None,28.54,0.0,0.0,64,Snow,2014-01-13 12:00:00,4400
None,28.18,0.0,0.0,64,Clouds,2014-01-13 13:00:00,4640
None,28.72,0.0,0.0,64,Clouds,2014-01-13 14:00:00,5163
None,28.98,0.25,0.0,64,Rain,2014-01-13 15:00:00,5576
None,28.24,0.0,0.0,64,Clouds,2014-01-13 16:00:00,6250
None,25.86,0.0,0.0,64,Clouds,2014-01-13 17:00:00,5923
None,24.58,0.0,0.0,64,Clouds,2014-01-13 19:00:00,2872
None,24.89,0.0,0.0,64,Snow,2014-01-13 20:00:00,2313
None,26.1,0.25,0.0,64,Rain,2014-01-13 21:00:00,2107
None,26.1,0.25,0.0,64,Snow,2014-01-13 21:00:00,2107
None,26.1,0.25,0.0,64,Mist,2014-01-13 21:00:00,2107
None,26.55,0.0,0.0,64,Mist,2014-01-13 22:00:00,1343
None,26.8,0.0,0.0,64,Snow,2014-01-13 23:00:00,831
None,26.8,0.0,0.0,64,Mist,2014-01-13 23:00:00,831
None,26.55,0.0,0.0,90,Clouds,2014-01-14 00:00:00,433
None,26.58,0.0,0.0,90,Snow,2014-01-14 01:00:00,332
None,26.58,0.0,0.0,90,Mist,2014-01-14 01:00:00,332
None,26.6,0.0,0.0,90,Snow,2014-01-14 02:00:00,242
None,26.6,0.0,0.0,90,Mist,2014-01-14 02:00:00,242
None,26.6,0.0,0.0,90,Snow,2014-01-14 03:00:00,401
None,26.6,0.0,0.0,90,Mist,2014-01-14 03:00:00,401
None,26.6,0.0,0.0,90,Fog,2014-01-14 03:00:00,401
None,25.03,0.0,0.0,90,Snow,2014-01-14 04:00:00,877
None,25.03,0.0,0.0,90,Mist,2014-01-14 04:00:00,877
None,23.29,0.0,0.0,90,Snow,2014-01-14 05:00:00,2389
None,23.29,0.0,0.0,90,Mist,2014-01-14 05:00:00,2389
None,22.1,0.0,0.0,90,Snow,2014-01-14 06:00:00,3948
None,22.1,0.0,0.0,90,Mist,2014-01-14 06:00:00,3948
None,21.2,0.0,0.0,90,Clouds,2014-01-14 07:00:00,3349
None,19.69,0.0,0.0,90,Snow,2014-01-14 08:00:00,3080
None,19.69,0.0,0.0,90,Fog,2014-01-14 08:00:00,3080
None,19.74,0.0,0.0,90,Snow,2014-01-14 09:00:00,3746
None,19.74,0.0,0.0,90,Mist,2014-01-14 09:00:00,3746
None,19.74,0.0,0.0,90,Haze,2014-01-14 09:00:00,3746
None,19.4,0.0,0.0,90,Snow,2014-01-14 10:00:00,3740
None,19.4,0.0,0.0,90,Mist,2014-01-14 10:00:00,3740
None,19.4,0.0,0.0,90,Haze,2014-01-14 10:00:00,3740
None,19.4,0.0,0.0,90,Snow,2014-01-14 11:00:00,3454
None,19.4,0.0,0.0,90,Mist,2014-01-14 11:00:00,3454
None,19.4,0.0,0.0,90,Haze,2014-01-14 11:00:00,3454
None,19.4,0.0,0.0,90,Snow,2014-01-14 12:00:00,3764
None,18.93,0.0,0.0,75,Clouds,2014-01-14 13:00:00,4062
None,18.93,0.0,0.0,75,Clouds,2014-01-14 14:00:00,4383
None,18.19,0.0,0.0,1,Clear,2014-01-14 15:00:00,5160
None,16.92,0.0,0.0,75,Clouds,2014-01-14 16:00:00,5725
None,15.8,0.0,0.0,75,Clouds,2014-01-14 17:00:00,5693
None,11.57,0.0,0.0,1,Clear,2014-01-14 18:00:00,4284
None,11.34,0.0,0.0,1,Clear,2014-01-14 19:00:00,2951
None,8.98,0.0,0.0,40,Clouds,2014-01-14 20:00:00,2736
None,9.03,0.0,0.0,1,Clear,2014-01-14 21:00:00,3595
None,7.95,0.0,0.0,64,Clouds,2014-01-14 23:00:00,977
None,5.63,0.0,0.0,20,Clouds,2014-01-15 00:00:00,515
None,6.78,0.0,0.0,64,Clouds,2014-01-15 00:00:00,515
None,4.66,0.0,0.0,64,Clouds,2014-01-15 02:00:00,305
None,3.72,0.0,0.0,64,Clouds,2014-01-15 03:00:00,354
None,2.46,0.0,0.0,64,Clouds,2014-01-15 04:00:00,793
None,1.71,0.0,0.0,64,Clouds,2014-01-15 05:00:00,2677
None,1.26,0.0,0.0,64,Clouds,2014-01-15 06:00:00,5542
None,1.65,0.0,0.0,64,Clouds,2014-01-15 07:00:00,6193
None,2.79,0.0,0.0,64,Clouds,2014-01-15 08:00:00,5686
None,4.12,0.0,0.0,64,Clouds,2014-01-15 09:00:00,4837
None,5.97,0.0,0.0,64,Clouds,2014-01-15 10:00:00,4225
None,8.17,0.0,0.0,64,Clouds,2014-01-15 11:00:00,4560
None,10.18,0.0,0.0,64,Clouds,2014-01-15 12:00:00,4790
None,11.46,0.0,0.0,64,Clouds,2014-01-15 13:00:00,4777
None,13.46,0.0,0.0,90,Clouds,2014-01-15 14:00:00,4735
None,14.0,0.0,0.0,90,Clouds,2014-01-15 16:00:00,6252
None,13.78,0.0,0.0,64,Haze,2014-01-15 16:00:00,6252
None,14.29,0.0,0.0,64,Snow,2014-01-15 17:00:00,5258
None,14.29,0.0,0.0,64,Mist,2014-01-15 17:00:00,5258
None,16.79,0.25,0.0,90,Rain,2014-01-15 18:00:00,4270
None,16.79,0.25,0.0,90,Snow,2014-01-15 18:00:00,4270
None,16.79,0.25,0.0,90,Mist,2014-01-15 18:00:00,4270
None,16.79,0.25,0.0,90,Haze,2014-01-15 18:00:00,4270
None,18.99,0.0,0.0,64,Clouds,2014-01-15 20:00:00,2368
None,20.62,0.25,0.0,64,Rain,2014-01-15 21:00:00,2255
None,22.01,0.25,0.0,64,Rain,2014-01-15 22:00:00,1501
None,22.01,0.25,0.0,64,Snow,2014-01-15 22:00:00,1501
None,22.35,0.25,0.0,64,Rain,2014-01-15 23:00:00,956
None,24.01,0.0,0.0,64,Clouds,2014-01-16 00:00:00,513
None,26.71,0.0,0.0,64,Clouds,2014-01-16 01:00:00,334
None,30.52,0.0,0.0,64,Snow,2014-01-16 02:00:00,271
None,32.45,0.0,0.0,90,Snow,2014-01-16 03:00:00,393
None,32.45,0.0,0.0,90,Mist,2014-01-16 03:00:00,393
None,32.45,0.0,0.0,90,Rain,2014-01-16 03:00:00,393
None,33.46,0.0,0.0,64,Snow,2014-01-16 04:00:00,772
None,33.46,0.0,0.0,64,Mist,2014-01-16 04:00:00,772
None,33.75,0.0,0.0,64,Clouds,2014-01-16 05:00:00,2734
None,33.8,0.0,0.0,64,Snow,2014-01-16 06:00:00,5381
None,33.75,0.0,0.0,64,Mist,2014-01-16 07:00:00,5668
None,33.75,0.0,0.0,64,Snow,2014-01-16 07:00:00,5668
None,30.25,0.25,0.0,64,Rain,2014-01-16 08:00:00,5568
None,30.25,0.25,0.0,64,Haze,2014-01-16 08:00:00,5568
None,26.44,0.32,0.0,64,Rain,2014-01-16 09:00:00,4665
None,26.44,0.32,0.0,64,Haze,2014-01-16 09:00:00,4665
None,23.18,1.02,0.0,75,Rain,2014-01-16 10:00:00,4021
None,23.18,1.02,0.0,75,Snow,2014-01-16 10:00:00,4021
None,20.35,0.76,0.0,64,Rain,2014-01-16 11:00:00,4377
None,17.53,0.0,0.0,64,Haze,2014-01-16 12:00:00,4631
None,14.54,0.0,0.0,64,Haze,2014-01-16 13:00:00,4752
None,12.49,0.0,0.0,64,Haze,2014-01-16 14:00:00,5002
None,10.89,0.0,0.0,90,Clouds,2014-01-16 15:00:00,5662
None,9.88,0.0,0.0,64,Clouds,2014-01-16 16:00:00,6413
None,8.78,0.0,0.0,75,Clouds,2014-01-16 16:00:00,6413
None,7.95,0.0,0.0,64,Clouds,2014-01-16 17:00:00,5917
None,38.56,0.0,0.0,64,Clouds,2014-01-16 19:00:00,3073
None,38.56,0.0,0.0,64,Clouds,2014-01-16 20:00:00,2640
None,38.56,0.0,0.0,64,Clouds,2014-01-16 21:00:00,3620
None,38.56,0.0,0.0,64,Clouds,2014-01-16 22:00:00,2663
None,38.56,0.0,0.0,64,Clouds,2014-01-16 23:00:00,1139
None,38.56,0.0,0.0,64,Clouds,2014-01-17 00:00:00,619
None,38.56,0.0,0.0,64,Clouds,2014-01-17 01:00:00,376
None,38.56,0.0,0.0,64,Clouds,2014-01-17 02:00:00,306
None,38.56,0.0,0.0,64,Clouds,2014-01-17 03:00:00,395
None,6.46,0.0,0.0,90,Clouds,2014-01-17 03:00:00,395
None,38.56,0.0,0.0,64,Clouds,2014-01-17 05:00:00,2584
None,38.56,0.0,0.0,64,Clouds,2014-01-17 06:00:00,5441
None,1.78,0.0,0.0,40,Clouds,2014-01-17 06:00:00,5441
None,1.42,0.0,0.0,40,Clouds,2014-01-17 07:00:00,6319
None,0.99,0.0,0.0,20,Clouds,2014-01-17 08:00:00,5519
None,38.56,0.0,0.0,64,Clouds,2014-01-17 10:00:00,4226
None,38.56,0.0,0.0,64,Clouds,2014-01-17 11:00:00,4833
None,38.56,0.0,0.0,64,Clouds,2014-01-17 12:00:00,5204
None,8.65,0.0,0.0,1,Clear,2014-01-17 12:00:00,5204
None,38.56,0.0,0.0,64,Clouds,2014-01-17 14:00:00,5594
None,38.56,0.0,0.0,64,Clouds,2014-01-17 15:00:00,5564
None,38.56,0.0,0.0,64,Clouds,2014-01-17 16:00:00,6430
None,10.13,0.0,0.0,20,Clouds,2014-01-17 16:00:00,6430
None,7.25,0.0,0.0,20,Clouds,2014-01-17 17:00:00,6080
None,38.56,0.0,0.0,64,Clouds,2014-01-17 19:00:00,3841
None,38.56,0.0,0.0,64,Clouds,2014-01-17 20:00:00,2708
None,38.56,0.0,0.0,64,Clouds,2014-01-17 21:00:00,2614
None,38.56,0.0,0.0,64,Clouds,2014-01-17 22:00:00,2847
None,38.56,0.0,0.0,64,Clouds,2014-01-17 23:00:00,2746
None,38.56,0.0,0.0,64,Clouds,2014-01-18 00:00:00,1139
None,38.56,0.0,0.0,64,Clouds,2014-01-18 01:00:00,690
None,38.56,0.0,0.0,64,Clouds,2014-01-18 02:00:00,507
None,38.56,0.0,0.0,64,Clouds,2014-01-18 03:00:00,389
None,38.56,0.0,0.0,64,Clouds,2014-01-18 04:00:00,441
None,38.56,0.0,0.0,64,Clouds,2014-01-18 05:00:00,750
None,38.56,0.0,0.0,64,Clouds,2014-01-18 06:00:00,1239
None,38.56,0.0,0.0,64,Clouds,2014-01-18 07:00:00,1822
None,38.56,0.0,0.0,64,Clouds,2014-01-18 08:00:00,2278
None,38.56,0.0,0.0,64,Clouds,2014-01-18 09:00:00,2789
None,38.56,0.0,0.0,64,Clouds,2014-01-18 10:00:00,3281
None,38.56,0.0,0.0,64,Clouds,2014-01-18 11:00:00,3655
None,38.56,0.0,0.0,64,Clouds,2014-01-18 12:00:00,3870
None,38.56,0.0,0.0,64,Clouds,2014-01-18 13:00:00,4146
None,38.56,0.0,0.0,64,Clouds,2014-01-18 14:00:00,3884
None,38.56,0.0,0.0,64,Clouds,2014-01-18 15:00:00,4290
None,38.56,0.0,0.0,64,Clouds,2014-01-18 16:00:00,4434
None,38.56,0.0,0.0,64,Clouds,2014-01-18 17:00:00,4085
None,38.56,0.0,0.0,64,Clouds,2014-01-18 18:00:00,3738
None,38.56,0.0,0.0,64,Clouds,2014-01-18 19:00:00,3001
None,38.56,0.0,0.0,64,Clouds,2014-01-18 20:00:00,2498
None,38.56,0.0,0.0,64,Clouds,2014-01-18 21:00:00,2400
None,38.56,0.0,0.0,64,Clouds,2014-01-18 22:00:00,2794
None,38.56,0.0,0.0,64,Clouds,2014-01-18 23:00:00,3269
None,38.56,0.0,0.0,64,Clouds,2014-01-19 00:00:00,1236
None,38.56,0.0,0.0,64,Clouds,2014-01-19 01:00:00,807
None,38.56,0.0,0.0,64,Clouds,2014-01-19 02:00:00,544
None,38.56,0.0,0.0,64,Clouds,2014-01-19 03:00:00,342
None,25.36,0.0,0.0,64,Clouds,2014-01-19 04:00:00,286
None,26.55,0.0,0.0,64,Clouds,2014-01-19 05:00:00,432
None,27.19,0.0,0.0,1,Clear,2014-01-19 06:00:00,726
None,26.46,0.0,0.0,64,Clouds,2014-01-19 07:00:00,1027
None,27.55,0.0,0.0,64,Clouds,2014-01-19 09:00:00,2477
None,29.57,0.0,0.0,64,Clouds,2014-01-19 10:00:00,3269
None,33.03,0.0,0.0,64,Clouds,2014-01-19 11:00:00,3601
None,35.65,0.34,0.0,64,Rain,2014-01-19 12:00:00,3782
None,37.06,0.68,0.0,64,Rain,2014-01-19 13:00:00,4117
None,37.31,1.02,0.0,64,Rain,2014-01-19 14:00:00,3938
None,37.42,1.07,0.0,64,Rain,2014-01-19 15:00:00,3952
None,36.93,0.64,0.0,64,Rain,2014-01-19 16:00:00,4410
None,35.53,0.34,0.0,90,Rain,2014-01-19 16:00:00,4410
None,35.2,0.51,0.0,64,Rain,2014-01-19 17:00:00,3752
None,34.65,0.25,0.0,90,Rain,2014-01-19 18:00:00,3095
None,32.99,0.0,0.0,64,Clouds,2014-01-19 19:00:00,2504
None,30.2,0.0,0.0,64,Clouds,2014-01-19 20:00:00,2024
None,30.13,0.0,0.0,64,Clouds,2014-01-19 22:00:00,1499
None,29.66,0.0,0.0,64,Clouds,2014-01-19 23:00:00,1004
Martin Luther King Jr Day,29.55,0.0,0.0,64,Clouds,2014-01-20 00:00:00,480
None,29.43,0.0,0.0,64,Clouds,2014-01-20 01:00:00,347
None,29.28,0.0,0.0,64,Clouds,2014-01-20 02:00:00,251
None,29.46,0.0,0.0,64,Clouds,2014-01-20 03:00:00,332
None,28.71,0.0,0.0,64,Clouds,2014-01-20 04:00:00,711
None,27.1,0.0,0.0,64,Clouds,2014-01-20 05:00:00,2188
None,25.0,0.0,0.0,64,Clouds,2014-01-20 07:00:00,4403
None,19.6,0.0,0.0,90,Snow,2014-01-20 08:00:00,3861
None,17.94,0.0,0.0,90,Snow,2014-01-20 09:00:00,3634
None,15.75,0.25,0.0,64,Rain,2014-01-20 11:00:00,3849
None,15.75,0.25,0.0,64,Snow,2014-01-20 11:00:00,3849
None,14.54,0.0,0.0,64,Snow,2014-01-20 12:00:00,4008
None,12.07,0.0,0.0,64,Haze,2014-01-20 13:00:00,4395
None,11.48,0.0,0.0,64,Snow,2014-01-20 14:00:00,4515
None,10.65,0.0,0.0,64,Clouds,2014-01-20 15:00:00,4614
None,8.83,0.0,0.0,64,Clouds,2014-01-20 16:00:00,4687
None,6.78,0.0,0.0,75,Clouds,2014-01-20 16:00:00,4687
None,5.83,0.0,0.0,64,Clouds,2014-01-20 17:00:00,4516
None,4.24,0.0,0.0,64,Clouds,2014-01-20 19:00:00,2627
None,1.94,0.0,0.0,64,Clouds,2014-01-20 20:00:00,2210
